	SRR5650119	SRR3131760	SRR3131720	SRR5650133	SRR3131748	SRR3131740	SRR5650117	SRR5650120	SRR5650148	SRR5650158	SRR5650110	SRR3131708	SRR3131736	SRR5650153	SRR3131722	SRR5650150	SRR5650136	SRR5650143	SRR3131752	SRR5650127	SRR5650144	SRR3131750	SRR5650130	SRR5650111	SRR3131696	SRR3131762	SRR3131786	SRR5650132	SRR5650135	SRR3131756	SRR5650126	SRR3131712	SRR5650137	SRR3131702	SRR5650113	SRR3131744	SRR3131770	SRR5650121	SRR3131732	SRR3131768	SRR3131788	SRR3131694	SRR5650116	SRR3131728	SRR5650142	SRR3131698	SRR5650157	SRR3131772	SRR3131782	SRR5650118	SRR5650151	SRR5650141	SRR5650146	SRR5650128	SRR5650139	SRR5650123	SRR5650145	SRR3131730	SRR5650155	SRR5650129	SRR3131754	SRR3131700	SRR3131742	SRR3131812	SRR3131758	SRR3131714	SRR3131764	SRR5650147	SRR5650138	SRR5650112	SRR3131776	SRR5650115	SRR5650114	SRR3131774	SRR3131716	SRR3131790	SRR5650131	SRR5650152	SRR5650122	SRR3131780	SRR3131706	SRR5650154	SRR5650125	SRR3131718	SRR5650124	SRR3131710	SRR5650159	SRR3131738	SRR3131692	SRR3131704	SRR3131724	SRR3131766	SRR5650134	SRR3131726	SRR3131734	SRR3131778	SRR3131784	SRR5650156	SRR3131746	SRR5650140	SRR5650149
adult_c_000013665368_1	624	0	0	492	0	0	198	398	212	54	642	0	0	150	0	494	316	1906	0	122	268	0	34	22	0	38	0	494	74	0	166	0	122	0	542	0	0	114	0	0	28	0	6	0	256	0	80	0	0	54	124	48	32	182	128	64	236	0	102	616	0	0	0	0	0	0	0	454	62	48	0	12	42	0	0	0	28	120	66	0	0	58	92	0	40	10	62	0	0	0	0	0	48	0	0	0	0	332	0	160	128
adult_c_000014022235_1	6	0	0	20	0	0	4	0	14	6	30	0	0	14	0	34	8	2600	0	14	54	0	48	12	0	0	0	18	6	0	1788	0	138	0	40	0	0	2	0	0	0	0	0	0	60	0	0	0	0	0	14	1168	56	4	208	0	32	0	88	4	0	0	0	0	0	0	0	178	156	0	0	0	6	0	0	0	0	6	0	0	0	4	1176	0	0	0	6	0	0	0	0	0	140	0	0	0	0	250	0	928	82
adult_c_000014022244_1	2	0	0	340	0	0	12	2	374	222	10	0	0	264	0	112	530	3082	0	130	242	0	2	0	0	0	0	260	254	0	1966	0	68	0	86	0	0	2	0	0	0	0	22	0	224	0	328	0	0	6	468	646	374	344	412	0	160	0	60	2	0	0	0	0	0	0	0	188	182	18	0	0	0	0	0	0	0	862	200	0	0	98	0	0	0	0	624	0	0	0	0	0	182	0	0	0	0	128	0	764	62
adult_c_000014234155_1	0	0	0	0	0	0	0	0	6	0	0	0	0	8	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	4	0	0	0	0	10	0	0	0	0	0	0	0	0	18	4	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	6
adult_c_000014234155_2	10	0	0	14	0	0	10	20	2	0	426	0	0	2	0	570	14	26	0	14	12	0	2	12	0	0	0	0	2	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0	12	0	2	0	0	4	2	8	0	4	2	22	8	0	706	8	0	0	0	0	0	0	0	2392	6	2	0	10	2	0	0	0	6	4	6	0	0	2	18	0	10	0	2	0	0	0	0	0	2	0	0	0	0	2200	0	10	930
adult_c_000014234156_1	6	0	0	110	0	0	14	6	12	8	54	0	0	0	0	7870	40	32	0	14	310	0	8	62	0	0	0	32	2	0	0	0	0	0	12	0	0	4	0	0	0	0	0	0	474	0	2	0	0	0	2	3916	748	46	368	2	626	0	1854	20	0	0	0	0	0	0	0	3818	12	6	0	4	8	0	0	0	2	4	2	0	0	8	4	0	2	0	2	0	0	0	0	0	0	0	0	0	0	4510	0	352	5964
adult_c_000014234181_1	4	0	0	8	0	0	0	4	80	20	2	0	0	152	0	606	106	1128	0	12	54	0	16	0	0	0	0	20	28	0	18	0	154	0	8	0	0	2	0	0	0	0	0	0	224	0	0	0	0	2	104	494	136	56	290	0	162	0	978	6	0	0	0	0	0	0	0	3302	404	0	0	0	2	0	0	0	0	76	0	0	0	20	76	0	0	0	20	0	0	0	0	0	112	0	0	0	0	2342	0	540	936
adult_c_000014234210_1	8	0	0	8	0	0	8	2	6	0	2	0	0	0	0	1014	4	2	0	2	0	0	0	0	0	0	0	6	0	0	2	0	92	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	2	8	0	14	2	4	2	0	3310	12	0	0	0	0	0	0	0	4634	12	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	19180	0	6	4798
adult_c_000014234210_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	868	0	0	282
adult_c_000014234297_1	4	0	0	4868	0	0	0	2	210	4	4756	0	0	124	0	2652	436	10	0	4	2	0	0	898	0	0	0	5440	142	0	0	0	0	0	1960	0	0	2	0	0	0	0	0	0	4	0	2	0	0	2	204	0	0	618	2	0	0	0	622	2	0	0	0	0	0	0	0	1390	0	454	0	280	322	0	0	0	0	322	0	0	0	112	0	0	0	0	0	0	0	0	0	0	1172	0	0	0	0	1620	0	2	1976
adult_c_000014234441_1	4	0	0	2940	0	0	170	2	12	874	144	0	0	18	0	1080	90	2260	0	82	48	0	88	40	0	0	0	2564	18	0	0	0	232	0	554	0	0	4	0	0	0	0	72	0	64	0	104	0	0	0	26	172	90	66	50	4	90	0	352	294	0	0	0	0	0	0	0	510	682	164	0	46	12	0	0	0	30	20	48	0	0	64	6	0	2	0	378	0	0	0	0	0	340	0	0	0	0	992	0	34	716
adult_c_000014234633_1	4	0	0	11970	0	0	1490	0	544	6662	662	0	24	254	0	10594	572	2400	0	862	194	0	932	164	0	0	2	17034	406	0	0	0	228	0	3892	0	0	2	0	0	4	0	136	0	384	0	3790	0	0	6	352	1462	620	1480	264	2	508	0	1028	3070	0	0	0	0	0	0	0	4530	432	1058	0	232	106	0	0	0	302	632	400	0	0	252	4	0	0	0	6014	0	0	0	0	0	2684	0	0	0	0	3602	0	346	3854
adult_c_000014234709_1	8	0	0	910	0	0	38	2	0	0	390	0	0	6	0	308	6	16	0	10	14	0	20	76	0	0	0	786	2	0	6	0	234	0	1080	0	0	6	0	0	0	0	4	0	126	0	0	0	0	6	0	20	60	4	138	0	34	0	468	10	0	0	0	0	0	0	0	1060	170	90	0	0	2	0	0	0	4	0	140	0	0	2	2	0	0	0	4	0	0	0	0	0	158	0	0	0	0	2112	0	18	628
adult_c_000014684369_1	0	0	0	6	0	0	2	2	64	0	14	0	0	124	0	42	84	280	0	0	588	0	8	0	0	0	0	2	22	0	60	0	32	0	10	0	0	0	0	0	0	0	0	0	1604	0	0	0	0	4	80	3032	1342	48	2144	2	1868	0	70	0	0	0	0	0	0	0	0	304	90	0	0	0	2	0	0	0	0	46	0	0	0	12	32	0	4	0	6	0	0	0	0	0	20	0	0	0	0	232	0	4116	114
infant_c_000000006854_1	6	0	0	6	0	0	8	8	8	0	4	0	0	10	0	6	4	6	2	2	6	0	8	0	0	0	0	8	6	0	4	0	4	0	2	2	2	0	0	0	0	24892	0	0	0	0	0	0	2	10	0	4	0	16	0	6	0	0	6	10	0	28	0	0	10	0	0	2	32	0	0	2	0	0	0	0	6	2	0	0	0	4	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	16	0	6	0
infant_c_000000006864_1	18	0	0	0	0	2	2	4	2	2	0	0	0	2	0	0	0	0	18	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	76	4	16	76	0	0	1714	2	210	0	2	0	0	2	30	2	0	0	6	4	2	0	0	2	10	0	58	16	0	156	0	0	2	4	0	0	0	0	2	330	28	0	0	2	0	0	0	274	20	4	0	0	4	0	0	0	0	0	0	0	0	0	2	2658	0	12
infant_c_000000006892_1	98	30	0	0	10	8	2	48	4	28	10	28	0	0	4	22	0	6	100	0	4	0	0	2	8	0	18	0	0	4	0	6	0	0	0	272	22	16	30	50	32	362	0	82	0	0	26	4	74	176	0	8	2	4	2	80	6	0	0	4	0	0	130	72	128	98	428	2	8	0	0	314	14	70	120	8	2	0	0	0	6	0	338	34	26	42	10	304	16	1712	14	8	6	0	0	0	0	4	892	12	2
infant_c_000000014380_1	26	0	0	6	0	0	18	22	20	28	8	0	0	0	0	8	10	6	0	2	2	0	16	0	0	0	0	8	10	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	6	46080	18	0	0	18	4	10	2	18	2	8	0	0	4	8	0	0	0	2	0	0	0	4	102	0	688	6	0	0	0	0	2	4	8	0	0	2	6	0	2	0	26	0	0	0	0	0	46	0	0	0	0	30	0	26	0
infant_c_000000020966_1	2	0	0	6	0	2	2	0	4	102	4	0	8	0	0	0	6	2	0	0	2	0	4	0	0	192	0	22	2	0	0	0	0	77714	10	0	0	0	0	0	106	0	0	192	2	0	2	2	234	0	0	8	2	6	0	0	0	0	18	4	0	0	0	0	752	0	0	2	2	0	0	2	2	0	0	0	0	6	0	196	0	2	4	0	0	86	60	0	0	0	0	11138	6	18	0	0	0	4	0	6	0
infant_c_000000023493_1	10	0	0	2	0	24	2	4	0	0	0	2	0	0	10	2	0	0	30	0	0	0	2	0	16	0	10	0	4	0	2	4	0	0	0	52	498	6	30	110	138	636	0	446	2	0	0	6	796	14	0	2	0	2	0	0	0	700	4	4	0	0	4	0	24	2	484	2	126	0	0	6	0	44	1538	0	0	0	0	0	0	0	102	330	4	116	0	8	12	20560	0	46	0	494	12	0	0	0	1032	4	0
infant_c_000000023497_1	48	22	0	2	8	8	0	46	6	24	4	42	0	2	2	38	2	8	118	2	2	0	0	0	8	0	22	2	2	6	0	4	2	0	0	234	42	26	22	18	72	262	0	70	0	0	8	6	80	150	0	6	0	6	4	68	2	0	0	2	0	0	158	74	80	70	386	0	12	0	0	310	8	32	112	4	0	0	0	0	4	0	388	32	32	68	20	276	4	2102	12	8	0	0	0	0	0	4	644	16	2
infant_c_000000023502_1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
infant_c_000000023502_2	6	0	0	4	0	0	6	0	6	0	4	0	0	0	0	2	4	6	0	2	0	0	2	0	0	0	0	2	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	12	0	4	0	0	0	8	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	2	0	2	0	0	0	6	0	2	0	0	0	0	2896	0	0	0	0	0	0	0	8	0	2	0
infant_c_000000039988_1	54	12	0	6	12	14	4	28	4	20	4	142	0	0	8	36	2	18	110	0	6	0	4	0	10	0	8	0	0	2	0	6	0	0	0	274	32	4	22	22	34	232	0	48	2	2	12	4	66	176	0	6	4	2	6	62	0	2	6	6	0	0	164	48	112	52	340	12	2	2	0	264	2	38	98	2	0	2	0	0	10	0	342	34	18	30	6	246	6	1350	2	4	0	0	2	0	0	4	492	10	4
infant_c_000000045570_1	66	22	0	4	2	16	4	50	6	36	4	34	0	6	4	8	6	4	88	0	4	0	0	0	16	0	4	0	0	0	0	4	0	0	4	272	50	30	22	24	56	242	0	70	0	0	14	4	84	134	0	4	0	6	8	72	0	0	0	2	0	0	138	66	118	82	440	4	22	0	0	290	18	58	128	8	0	0	0	2	10	0	380	28	16	46	2	296	6	2002	8	4	0	0	0	0	0	2	682	18	0
infant_c_000000045576_1	0	174	32	4	0	42	0	4	4	168	108	0	56	2	0	0	2	10	28	0	4	0	2	16	2	8388	0	26	8	2	2	26	4	1124	2	22	0	0	0	0	5722	0	0	4728	4	0	2	112	8572	10	6	8	0	2	4	4	2	0	6	6	0	0	0	0	11960	0	0	2	8	0	0	8	22	0	0	0	0	22	0	2676	0	0	6	0	0	5426	82	0	0	0	0	6798	12	0	0	0	0	10	0	6	0
infant_c_000000045630_1	4	0	0	5602	0	0	2290	2	376	148	1260	0	0	164	0	944	858	64	0	494	28	0	776	662	0	0	0	14500	190	0	2	0	8	0	1384	0	0	2	0	0	3642	0	112	0	66	0	28	0	0	2	400	328	108	1560	40	0	44	0	36	1520	0	0	0	0	0	0	0	54	12	702	0	10	164	0	0	0	108	588	100	0	0	292	6	0	2	2258	64	0	0	0	0	0	954	0	0	0	0	498	0	46	108
infant_c_000000045650_1	16	0	0	2	0	58	0	4	6	0	0	0	0	0	36	0	2	0	54	0	0	0	2	0	30	0	18	2	0	0	0	4	0	0	0	142	386	2	80	76	1420	1230	0	362	0	0	4	8	74	20	0	0	0	0	2	0	0	638	0	2	0	0	8	0	188	0	1416	2	36	0	2	2	0	176	516	0	0	0	0	0	0	0	222	256	0	1282	0	10	52	1488	0	22	0	852	0	0	0	0	3002	0	0
infant_c_000000045669_1	6	0	0	3344	0	0	1126	2	184	1436	470	0	26	90	0	1112	280	922	0	344	346	0	622	256	0	0	0	5796	148	0	0	0	70	0	852	0	0	0	0	0	3442	0	414	0	754	0	240	0	0	4	226	3100	1386	518	368	4	560	0	54	1706	0	0	0	0	0	0	0	244	122	372	0	150	74	0	0	0	144	318	268	0	0	88	2	0	0	2060	708	0	0	0	0	0	548	0	0	0	0	218	0	496	332
infant_c_000000074962_1	58	10	0	6	10	12	0	52	6	22	4	32	0	0	4	22	4	6	88	0	2	0	2	4	6	0	20	0	2	4	0	4	0	0	2	250	36	34	20	20	62	278	0	74	0	0	12	0	70	150	0	0	0	0	2	64	0	0	6	6	0	0	168	74	86	102	454	2	6	0	0	318	8	70	112	0	0	0	0	0	18	0	402	42	20	42	2	328	14	1572	12	2	0	0	2	0	0	8	754	10	0
infant_c_000000094061_1	44	26	0	6	12	8	2	28	0	34	6	26	0	0	6	22	2	14	98	0	2	0	2	0	14	0	8	0	0	6	2	2	0	0	0	264	34	20	32	24	44	290	0	56	2	0	26	10	74	132	0	6	2	2	2	86	0	2	4	0	0	0	154	70	70	72	412	2	12	0	0	244	12	50	128	4	0	0	0	0	6	0	308	28	36	26	10	236	22	1686	12	12	0	0	0	0	0	4	796	16	2
infant_c_000000099900_1	10	14394	16	10	0	80	12	6	4	2	10	0	0	4	10944	2	8	12	168	0	0	8	4	0	202	8	18358	14	0	950	0	0	2	0	0	72	83902	0	28	43988	4	6	0	0	0	0	0	52	298	208	2	8	0	6	2	2	0	1418	0	10	56	530	736	0	572	0	440	6	10	0	4	0	0	0	0	1394	0	2	0	366	0	4	16	42808	4	2	6	2366	15478	0	20	1424	0	196	2	0	0	2	122	8	0
infant_c_000000099905_1	6	666	0	10	0	2	6	4	16	0	8	0	0	2	0	6	8	6	318	2	10	0	6	0	0	0	0	12	0	0	2	0	8	0	0	190	5160	6	0	4	0	6	2	0	8	0	0	0	0	232	4	8	2	6	0	8	0	0	2	4	10	0	690	0	0	0	0	6	16	0	4304	2	0	0	0	0	2	0	2	0	0	0	80	6166	8	0	6	0	0	0	0	0	0	0	6	0	0	8	8	10	0
infant_c_000000099932_1	2	284	0	10	0	0	6	6	2	0	6	0	0	0	0	6	2	0	22	0	4	92	2	0	238	0	0	6	2	22	0	0	2	0	0	12	14504	4	42	0	0	0	0	0	2	0	0	0	0	2	0	0	0	10	2	6	4	0	4	8	0	0	16	0	254	0	0	0	2	0	0	0	0	0	0	4	2	0	2	300	0	2	4	8244	0	0	0	8	0	0	0	598	0	0	2	0	0	8	0	4	2
infant_c_000000100045_1	68	26	0	6	20	8	0	44	0	32	2	30	0	0	8	20	4	4	78	0	6	0	0	0	12	0	6	4	0	8	0	2	0	0	4	246	38	16	30	28	70	232	0	66	0	0	8	4	92	142	0	4	0	0	2	62	2	2	2	2	0	0	144	68	86	62	434	4	8	0	0	328	4	48	120	6	0	0	0	0	4	0	328	22	40	58	14	258	26	2054	12	8	0	0	2	0	0	10	716	18	4
infant_c_000000122023_1	14	72	0	4	0	0	4	18	8	0	6	0	0	4	2	4	8	8	0	2	6	0	4	0	20	0	4	4	0	6	0	0	0	0	0	0	240	2	0	194	0	0	0	0	4	0	0	0	0	10	0	0	0	2	0	4	0	2	0	12	17034	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0	4	2	6	0	0	2	10	164	4	0	0	12	2	0	6932	0	0	0	88	0	0	16	2	6	0
infant_c_000000125876_1	10	9388	0	14	0	0	2	10	4	0	14	0	0	2	6820	0	4	10	216	0	0	0	6	0	0	14	11822	2	2	596	0	0	2	0	0	128	6450	2	0	24110	0	0	0	0	2	0	0	0	492	220	0	2	0	10	0	6	4	6362	6	10	2	1274	160	0	398	0	484	4	4	0	0	0	0	0	0	5652	0	8	0	52	2	0	8	3166	2	0	2	1538	10816	0	0	2	0	4924	2	0	0	10	6	10	0
infant_c_000000125885_1	8	2578	46	12	0	0	6	10	2	0	6	0	0	14	0	4	8	2	0	2	2	0	4	0	0	0	0	8	4	508	2	0	2	0	0	0	0	2	0	0	0	0	0	0	8	0	4	0	0	10	0	4	0	18	0	6	0	0	6	18	0	0	0	0	2	0	0	0	12	0	0	2	0	0	0	0	2	2	2	0	0	2	14	0	4	0	2	4	0	0	0	0	0	138182	0	0	0	20	0	8	0
infant_c_000000125966_1	8	132	0	2	68	14	8	2	10	0	0	0	0	4	0	0	2	4	10	0	0	0	2	0	94	0	0	4	2	2	0	8	4	0	0	8	580	0	30	202	570	0	0	808	2	0	0	12	1532	8	0	2	0	8	2	2	0	3762	0	18	0	0	0	766	372	950	11328	2	102	0	0	0	0	110	626	76	2	0	0	0	72	0	6	440	0	516	0	3424	0	24036	0	94	0	4852	34	0	0	14	6076	4	0
infant_c_000000128584_1	16	0	0	4	0	0	4	8	8	0	4	0	0	0	0	6	2	2	0	0	4	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21840	2	0	0	0	0	4	0	0	0	4	2	0	0	0	0	6	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	2	0	2	0	0	0	14	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0
infant_c_000000128584_2	14	0	0	16	0	0	6	18	18	2	6	0	0	8	0	8	4	8	0	0	6	0	8	0	0	0	0	10	12	0	4	0	0	0	2	0	0	4	0	0	0	0	0	152262	6	0	4	0	0	28	0	8	0	14	2	6	6	0	4	30	0	0	0	0	0	0	0	4	18	2	0	0	0	0	0	0	0	0	4	0	0	8	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	16	0	18	0
infant_c_000000128663_1	12	0	0	4	0	0	10	12	10	2	4	0	0	0	0	6	6	0	0	6	4	0	12	0	0	0	0	4	6	0	4	0	6	0	0	0	0	2	0	0	0	0	2	120826	0	0	2	0	0	6	0	2	4	22	2	12	4	0	2	16	0	0	0	0	0	0	0	2	18	0	0	0	0	0	0	0	2	0	4	0	0	8	14	0	2	0	2	0	0	0	0	0	0	0	0	0	0	14	0	14	0
infant_c_000000128685_1	168	52	0	8	30	108	8	108	2	72	14	96	0	0	14	78	4	28	260	0	6	0	4	2	20	0	20	4	2	8	4	6	0	0	2	608	78	32	62	84	106	932	0	748	2	0	36	28	188	278	4	12	0	12	6	162	2	1606	4	8	0	6	346	148	270	160	868	6	26	0	0	818	24	418	1488	170	2	8	2	0	20	0	640	72	48	94	26	588	20	3446	18	12	2	0	0	0	0	6	1870	36	90
infant_c_000000128696_1	4	8	0	6	0	14	0	2	4	154	14	0	28	0	0	0	6	0	2	0	0	0	6	2	0	890	0	20	2	0	4	6	4	678	6	2	0	0	0	6	526	0	0	23560	2	0	2	18	860	8	0	6	0	2	0	0	0	0	0	2	0	0	0	0	5092	0	0	0	0	2	0	2	8	0	0	0	2	4	4	1068	0	0	6	0	4	474	76	0	0	0	0	1150	6	0	0	0	0	2	2	4	0
infant_c_000000128700_1	12	0	0	0	0	12	6	2	2	2	0	0	0	0	0	2	0	0	12	0	0	0	4	0	12	0	10	0	2	0	0	2	0	0	2	12	200	2	32	124	104	176	0	1542	2	0	0	6	106	12	0	0	0	6	0	0	2	1264	0	2	0	0	8	0	30	0	454	0	38	0	0	4	0	56	1028	0	0	0	0	0	0	0	52	118	2	80	0	2	12	2408	0	26	0	336	0	0	0	4	440	0	0
infant_c_000000135388_1	6	0	0	2	0	22	0	4	0	0	0	0	0	0	2	2	2	0	4	2	0	0	2	0	138	0	6	0	2	0	0	8	2	0	0	12	126	2	56	256	158	264	0	646	2	0	0	8	76	6	0	0	0	0	0	4	0	6756	0	2	0	0	0	0	36	0	388	0	34	0	0	2	0	116	804	0	0	0	0	0	0	0	62	96	0	142	0	0	8	1864	0	10	0	1114	0	0	0	2	662	0	0
infant_c_000000135411_1	8	1982	0	10	0	0	8	8	2	2	8	0	0	4	1796	0	2	4	42	6	0	0	6	0	0	8	3758	6	0	154	0	0	2	0	2	36	2606	0	0	7450	0	0	0	0	4	0	2	0	54	196	0	2	0	6	0	2	0	25978	0	2	2	578	38	0	192	0	108	2	4	2	2	2	0	0	0	24546	0	0	2	28	0	2	4	1408	2	0	2	372	2784	0	0	0	0	770	6	0	0	6	2	6	0
infant_c_000000135416_1	4	362	0	16	0	0	0	8	4	0	2	0	3992	0	0	2	0	0	0	0	2	0	4	0	0	0	2	102	2	6	0	0	0	0	8	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	2	4	0	0	0	1054	2	4	0	0	0	0	0	0	0	0	6	0	0	0	0	0	4	800	0	0	2	0	0	0	4	0	2	0	0	3328	0	0	0	0	0	0	0	0	0	4	26	2	0
infant_c_000000135456_1	18	328	0	2	300	582	10	24	12	12	8	0	0	4	28	2	0	8	2706	2	6	0	4	0	154	0	34	6	2	22	10	26	2	0	0	4476	1052	10	210	462	0	1844	0	198	4	0	2	584	2744	168	0	4	0	18	0	62	6	10338	6	20	0	0	18	2062	312	2228	11480	8	278	0	0	4	0	1858	620	134	0	0	0	0	252	0	406	824	6	0	6	9358	50	6728	1080	226	0	918	990	0	2	10	5064	16	0
infant_c_000000135483_1	2	0	0	0	0	0	4	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	2	0	1450	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	12	50	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	12
infant_c_000000152023_1	8	400	0	6	0	0	8	6	4	2	6	0	0	4	0	10	0	4	54	2	10	0	4	0	0	38	0	6	2	10	12	0	0	0	2	20	0	4	0	0	2	0	0	0	0	0	0	0	1796	10	0	12	0	30	0	22	0	0	0	14	10	0	254	2	0	0	0	0	8	0	2	2	0	0	0	0	2	0	4	0	0	4	4	0	2	0	2	72	0	0	0	0	4	410	40518	0	0	14	0	12	0
infant_c_000000174700_1	6	3482	0	32	0	0	0	8	2	582	22	0	11600	0	0	0	26	6	956	0	0	0	0	4	0	112	2	66	2	190	0	0	0	336	14	538	0	2	0	2	94	10	0	682	2	0	4	2	168	2	0	66	4	4	0	2	0	0	8	8	0	0	0	0	358	0	0	0	6	2	0	0	0	0	0	0	0	30	0	92	0	2	0	0	2	62	204	0	0	0	0	590	42	0	0	0	0	8	86	2	0
infant_c_000000174710_1	16	0	14	28310	0	0	7112	10	1690	11554	12746	0	1610	966	0	15030	2658	56606	0	2000	4028	0	3770	2584	0	0	2	32626	1140	0	4	0	4044	0	7858	0	0	16	0	0	90	6	1010	0	6790	0	4974	0	0	20	1600	26442	10858	4450	4092	6	8580	0	3134	10824	0	0	0	0	0	0	0	6746	6118	1930	0	2398	1352	0	0	0	914	2468	1476	0	0	924	18	0	12	68	6744	0	0	0	0	0	3722	0	0	0	0	9658	22	5566	9156
infant_c_000000174731_1	2	0	0	4536	0	0	384	2	24	306	1272	0	1116	20	0	256	98	14570	0	142	132	0	196	322	0	0	2	5932	16	0	0	0	564	0	1018	0	0	0	0	0	0	14	170	0	98	0	394	0	0	4	22	288	154	254	122	0	160	0	160	800	0	0	0	0	0	0	0	136	726	320	0	48	288	0	0	0	40	32	114	0	0	36	2	0	4	0	414	0	0	0	0	0	340	0	0	0	0	352	36	92	196
infant_c_000000174759_1	0	356	0	36	0	0	6	0	0	0	4	0	8450	0	0	4	0	0	0	0	2	0	2	0	0	0	0	114	2	6	0	0	0	0	30	0	0	0	0	0	0	10	0	0	0	0	0	0	0	4	2	2	0	4	0	2	0	716	2	4	0	0	0	0	0	0	0	2	0	0	0	2	0	0	2	582	0	0	2	0	0	0	0	0	0	0	0	2436	0	0	0	0	0	0	0	0	0	4	58	6	0
infant_c_000000179675_1	74	26	0	4	18	10	4	28	0	28	2	36	0	4	2	12	6	12	110	0	4	0	0	2	4	0	12	2	0	6	0	2	2	0	0	238	44	18	26	26	60	290	0	44	2	0	16	14	78	118	2	2	0	4	0	44	0	0	2	2	0	0	146	52	116	96	362	0	20	0	0	270	10	64	114	10	0	0	2	0	6	0	344	22	14	36	6	304	16	1576	12	10	0	0	0	0	0	2	732	30	2
infant_c_000000179771_1	2	348	0	10	0	0	2	2	0	0	8	0	3746	2	0	0	4	0	0	0	4	0	0	0	0	0	0	62	4	4	0	0	0	0	10	0	0	2	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	8	0	2	0	842	0	2	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	798	0	0	2	0	0	0	2	0	0	0	2	3414	0	0	0	0	0	0	0	0	0	0	28	0	0
infant_c_000000179786_1	2	19862	0	14	0	0	2	6	4	0	4	0	0	4	1360	2	2	10	56	0	4	0	4	0	0	2	3036	2	0	1682	4	0	0	0	0	40	2404	2	0	30	0	0	0	6	6	0	2	0	80	54	0	0	0	6	0	2	0	10	0	2	0	210	46	0	154	0	110	4	2	0	2	0	0	0	10	10	0	2	0	58	2	0	2	1028	2	0	2	3728	2288	0	0	4	0	0	24	0	4	10	0	6	0
infant_c_000000193721_1	76	28	0	2	12	14	0	60	2	44	4	60	0	0	8	26	2	6	132	0	2	0	0	0	4	0	20	2	0	6	0	4	0	0	4	424	40	20	24	36	50	230	0	58	0	0	18	0	68	174	0	2	0	0	12	80	2	0	2	4	0	0	234	72	108	48	406	2	10	0	0	304	16	46	102	4	0	0	2	2	12	0	332	30	20	52	2	318	10	1452	8	16	0	0	0	0	0	4	634	6	0
infant_c_000000205424_1	2	10510	2	28	0	0	4	6	10	338	6	0	1496	0	0	0	8	6	2724	2	2	0	4	0	0	140	0	66	0	452	4	0	4	178	10	1342	0	0	0	0	50	2	2	616	2	0	0	4	140	4	0	30	0	6	0	2	0	0	0	10	0	0	0	0	838	0	0	0	0	0	0	2	2	0	0	0	0	12	0	92	0	0	4	0	6	66	112	0	0	0	0	1142	30	0	6	0	0	14	10	2	0
