	SRR5650119	SRR3131760	SRR3131720	SRR5650133	SRR3131748	SRR3131740	SRR5650117	SRR5650120	SRR5650148	SRR5650158	SRR5650110	SRR3131708	SRR3131736	SRR5650153	SRR3131722	SRR5650150	SRR5650136	SRR5650143	SRR3131752	SRR5650127	SRR5650144	SRR3131750	SRR5650130	SRR5650111	SRR3131696	SRR3131762	SRR3131786	SRR5650132	SRR5650135	SRR3131756	SRR5650126	SRR3131712	SRR5650137	SRR3131702	SRR5650113	SRR3131744	SRR3131770	SRR5650121	SRR3131732	SRR3131768	SRR3131788	SRR3131694	SRR5650116	SRR3131728	SRR5650142	SRR3131698	SRR5650157	SRR3131772	SRR3131782	SRR5650118	SRR5650151	SRR5650141	SRR5650146	SRR5650128	SRR5650139	SRR5650123	SRR5650145	SRR3131730	SRR5650155	SRR5650129	SRR3131754	SRR3131700	SRR3131742	SRR3131812	SRR3131758	SRR3131714	SRR3131764	SRR5650147	SRR5650138	SRR5650112	SRR3131776	SRR5650115	SRR5650114	SRR3131774	SRR3131716	SRR3131790	SRR5650131	SRR5650152	SRR5650122	SRR3131780	SRR3131706	SRR5650154	SRR5650125	SRR3131718	SRR5650124	SRR3131710	SRR5650159	SRR3131738	SRR3131692	SRR3131704	SRR3131724	SRR3131766	SRR5650134	SRR3131726	SRR3131734	SRR3131778	SRR3131784	SRR5650156	SRR3131746	SRR5650140	SRR5650149
adult_c_000000000074_1	0	0	0	74	0	0	2	0	40	0	96	0	0	36	0	42	78	140	0	102	60	0	28	16	0	0	0	48	6	0	18	0	28	0	24	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	96	230	124	68	142	0	136	0	90	80	0	0	0	0	0	0	0	190	130	0	0	0	12	0	0	0	8	178	8	0	0	4	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	244	0	302	160
adult_c_000000000074_2	2	0	0	16	0	0	2	0	36	12	6	0	0	98	0	46	108	896	0	6	522	0	12	0	0	0	0	24	20	0	30	0	114	0	12	0	0	4	0	0	0	0	0	0	1316	0	0	0	0	2	98	2464	1108	44	1826	0	1516	0	96	8	0	0	0	0	0	0	0	336	280	0	0	0	2	0	0	0	0	58	0	0	0	18	76	0	2	0	2	0	0	0	0	0	84	0	0	0	0	204	0	3270	78
adult_c_000000000253_1	10	0	0	2744	0	0	2476	10	16	14	124	0	14	10	0	2854	22	3018	0	720	2178	0	984	10	0	0	0	3760	12	0	0	0	70	0	1320	0	0	0	0	0	0	4	196	0	4016	0	4	0	0	8	12	7020	3498	36	1184	2	2228	0	352	3174	0	0	0	0	0	0	0	1456	60	230	0	40	20	0	0	0	394	8	428	0	0	4	4	0	6	0	8	0	0	0	0	0	468	0	0	0	0	1026	0	1226	992
adult_c_000000000329_1	4	0	0	1164	0	0	14	0	148	230	842	0	0	100	0	744	418	1278	0	10	998	0	30	794	0	0	0	8030	88	0	0	0	124	0	808	0	0	0	0	0	0	0	18	2	3784	0	154	0	0	4	174	24652	4542	424	1736	2	2220	0	126	58	0	0	0	0	0	0	0	434	268	216	0	2	162	0	0	0	0	210	12	0	0	104	2	0	12	0	288	0	0	0	0	0	408	0	0	0	0	406	0	2982	236
adult_c_000000000515_1	8	0	0	4	0	0	10	2	6	0	2	0	0	0	0	10	4	6	0	10	654	0	170	0	0	0	0	4	4	0	4	0	10	0	0	0	0	2	0	0	0	0	6	0	432	0	0	0	0	6	4	2500	548	24	2786	4	100	0	4	18	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	72	2	26	0	0	4	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	10	0	2250	2
adult_c_000000000801_1	6	0	0	11330	0	0	1742	6	718	6434	1580	0	0	302	0	2116	936	1072	0	510	1732	0	804	1374	0	0	0	21772	558	0	0	0	258	0	2960	0	0	10	0	0	158	0	396	0	6028	0	1000	0	0	2	688	55054	7604	2000	3010	6	3404	0	50	2328	0	0	0	0	0	0	0	408	616	1270	0	402	294	0	0	0	220	1330	496	0	0	404	8	0	10	72	3162	0	0	0	0	0	1656	0	0	0	0	142	0	4334	456
adult_c_000000358633_1	1216	0	0	228	0	0	16	914	272	0	90	0	0	154	0	102	204	40	0	30	36	0	26	2	0	0	0	252	88	0	2	0	4	0	172	0	0	390	0	0	0	0	4	0	64	0	8	0	0	100	224	58	12	136	64	1850	24	0	78	86	0	0	0	0	0	0	0	114	22	26	0	238	20	0	0	0	0	270	224	0	0	52	3630	0	72	0	6	0	0	0	0	0	34	0	0	0	0	214	0	108	60
adult_c_000000359312_1	456	0	0	0	8	0	0	316	2	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	12	0	0	0	0	0	0	0	0	0	0	0	0	90	8	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	644	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	1112	0	16	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
adult_c_000000520680_1	0	0	0	8	0	0	4	0	442	0	12	0	0	942	0	10	698	760	0	8	20	0	24	2	0	0	0	2	156	0	12	0	56	0	6	0	0	2	0	0	0	0	0	0	22	0	0	0	0	2	820	162	40	396	70	0	44	0	60	4	0	0	0	0	0	0	0	108	118	2	0	0	4	0	0	0	0	454	0	0	0	112	20	0	0	0	6	0	0	0	0	0	118	0	0	0	0	94	0	158	42
adult_c_000001082145_1	310	0	0	1362	0	0	56	270	324	18	596	0	0	160	0	114	166	374	0	22	100	0	22	46	0	0	0	1670	46	0	22	0	56	0	738	0	0	120	0	0	0	0	2	0	146	0	8	0	0	156	236	154	44	146	142	600	104	0	56	166	0	0	0	0	0	0	0	232	48	88	0	4010	192	0	0	0	8	224	224	0	0	80	1842	0	60	0	20	0	0	0	0	0	270	0	0	0	0	226	0	250	52
adult_c_000001082145_2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
adult_c_000001082153_1	6	0	0	18	0	0	10	10	12	4	3156	0	0	0	0	2	4	260	0	0	6	0	4	782	0	0	0	16	2	0	2	0	2	0	8	0	0	6	0	0	0	0	0	0	12	0	10	0	0	140	0	0	4	8	4	12	0	0	0	4	0	0	0	0	0	0	0	0	40	2	0	14240	1528	0	0	0	4	2	2	0	0	0	46	0	48	0	26	0	0	0	0	0	30	0	0	0	0	8	0	38	2
adult_c_000001082172_1	18	0	0	0	0	0	0	8	0	2	10	0	0	2	0	4	0	16	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	10	0	0	0	0	0	0	2	0	2	0	0	12	0	2	0	2	2	64	0	0	2	4	0	0	0	0	0	0	0	2	0	0	0	122	4	0	0	0	2	0	0	0	0	0	48	0	4	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0
adult_c_000001082172_2	6	0	0	0	0	0	6	10	2	24	76	0	0	2	0	2	16	0	0	2	6	0	6	2	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	24	0	0	4	16	48	10	14	0	10	0	0	4	2	0	0	0	0	0	0	0	2	4	0	0	1546	2	0	0	0	2	0	2	0	0	4	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	8	0	14	0
adult_c_000001082227_1	8	0	0	4	0	0	6	8	0	0	140	0	0	0	0	0	2	0	0	0	2	0	2	70	0	0	0	2	4	0	0	0	2	0	0	0	0	4	0	0	0	0	2	0	4	0	0	0	0	4	0	2	0	12	0	0	0	0	0	2	0	0	0	0	0	0	0	0	8	0	0	3628	16	0	0	0	0	0	4	0	0	0	6	0	2	0	2	0	0	0	0	0	0	0	0	0	0	6	0	6	0
adult_c_000001082312_1	212	0	0	2250	0	0	266	46	226	2666	22520	0	0	114	0	1182	348	21042	0	684	1372	0	162	3604	0	0	0	2144	136	0	934	0	3552	0	1224	0	0	6	0	0	0	0	30	0	2506	0	2772	0	0	14	174	4040	1556	176	2910	8	1882	0	256	1428	0	0	0	0	12	0	0	1870	8130	164	0	28270	4502	0	0	0	208	300	1430	0	0	70	6	0	74	0	3632	0	0	0	0	0	670	0	0	0	0	1260	0	4680	286
adult_c_000001082340_1	4	0	0	3348	0	0	830	8	132	182	312	0	0	80	0	1082	86	118	0	8	122	0	32	36	0	0	0	2958	6	0	136	0	0	0	832	0	0	2	0	0	0	0	92	0	250	0	92	0	0	6	104	628	494	38	294	4	256	0	536	42	0	0	0	0	0	0	50	1806	2	118	0	5488	566	0	0	0	2	56	12	0	0	18	4	0	2	0	116	0	0	0	0	0	468	0	0	0	0	2468	0	664	872
adult_c_000001082544_1	0	0	0	8	0	0	28	4	120	4	1598	0	0	6	0	0	8	4	0	6	2	0	10	76	0	0	0	4	8	0	6	0	4	0	2	0	0	4	0	0	0	0	2	0	4	0	20	0	44	1254	8	8	0	2	0	0	0	0	0	22	0	0	0	0	0	0	0	0	82	0	0	8684	510	0	0	0	0	30	8	0	0	0	726	0	414	0	12	0	0	0	0	0	2	0	0	0	0	4	0	0	0
adult_c_000001082546_1	26	0	0	14	0	0	8	14	10	142	966	14016	0	4	0	2	20	196	0	0	12	0	4	330	0	4	0	20	2	0	14	0	6	0	48	0	0	4	0	0	0	0	2	0	14	0	266	0	2	30	2	44	10	12	60	28	14	0	2	28	0	0	0	0	0	0	0	4	144	2	0	4328	352	0	0	0	0	0	12	0	0	4	18	0	22	0	318	0	0	0	0	6	74	0	0	0	0	18	0	136	0
adult_c_000001082609_1	6	0	0	4	0	0	0	2	0	0	2	0	0	0	0	0	4	0	0	2	2	0	2	4	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1124	976	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0
adult_c_000001082674_1	0	0	0	190	0	0	4	4	0	8	348	0	0	0	0	0	0	130	0	2	58	0	2	32	0	0	0	154	2	0	0	0	12	0	64	0	0	2	0	0	0	0	0	0	98	0	0	0	0	0	0	114	26	10	28	0	62	0	10	4	0	0	0	0	0	0	0	30	24	34	0	612	142	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	46	0	0	0	0	40	0	318	2
adult_c_000001082753_1	2	0	0	0	0	0	2	6	4	2	474	0	0	2	0	2	4	4	0	6	0	0	2	136	0	0	0	0	6	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	8	0	4	0	0	2	0	4	0	16	0	4	2	0	2	14	0	0	0	0	0	0	0	4	4	0	0	2870	32	0	0	0	0	0	0	0	0	2	4	0	2	0	4	0	0	0	0	0	0	0	0	0	0	2	0	6	4
adult_c_000001083021_1	1148	0	0	1114	0	0	70	224	290	6	3006	0	0	240	0	104	342	3228	0	222	142	0	42	502	0	0	0	1734	104	0	528	0	686	0	512	0	0	2	0	0	0	0	0	0	302	0	4	0	0	6	264	166	68	314	204	2	150	0	202	506	0	0	0	0	0	0	0	610	1502	152	0	5866	1110	0	0	0	66	378	122	0	0	84	106	0	10	0	4	0	0	0	0	0	580	0	0	0	0	376	0	336	174
adult_c_000001083087_1	1988	0	0	554	0	0	154	7392	1052	188	3412	0	0	760	0	314	902	6006	0	218	26	0	84	488	0	0	0	454	372	0	200	0	492	0	270	0	0	3108	0	0	0	0	34	0	26	0	12	0	0	6	1250	26	20	766	52	1798	38	0	304	402	0	0	0	0	0	0	0	674	480	48	0	5172	1290	0	0	0	74	1494	492	0	0	266	6	0	692	0	418	0	0	0	0	0	50	0	8	0	0	876	0	24	304
adult_c_000001084269_1	42	6	0	2	2	2	0	58	0	12	2	0	0	0	0	2	0	0	20	0	0	0	0	0	2	0	2	0	0	2	0	2	0	0	0	56	14	20	0	8	12	64	0	14	2	0	4	0	28	34	0	2	0	2	0	80	2	0	0	0	0	0	40	14	12	22	108	0	4	0	0	362	2	16	30	2	0	0	0	0	4	0	184	6	2	8	0	76	4	486	8	2	0	0	0	0	0	2	202	4	0
adult_c_000001697990_1	8	0	0	14178	0	0	684	8	150	80	134	0	0	50	0	320	190	384	0	184	24	0	312	68	0	0	0	17620	94	0	2	0	88	0	6072	0	0	0	0	0	20	0	48	0	44	0	6	0	0	10	160	316	100	306	70	0	78	0	34	654	0	0	0	0	0	0	0	44	124	1062	0	38	18	0	0	0	52	260	72	0	0	74	4	0	2	12	38	0	0	0	0	0	2892	0	0	0	0	172	0	52	84
adult_c_000001698149_1	6	0	0	9874	0	0	2	2	0	0	0	0	0	0	0	0	0	4	0	0	76	0	6	2	0	0	0	12694	0	0	2	0	0	0	3832	0	0	0	0	0	0	0	0	0	132	0	0	0	0	6	0	262	260	2	60	2	150	0	0	4	0	0	0	0	0	0	0	2	2	924	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1970	0	0	0	0	2	0	72	0
adult_c_000001698149_2	2	0	0	1086	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	1404	0	0	0	0	2	0	362	0	0	0	0	0	0	0	0	0	62	0	0	0	0	2	0	126	100	0	22	2	58	0	0	0	0	0	0	0	0	0	0	0	2	80	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	20	0
adult_c_000001698238_1	0	0	0	1766	0	0	2	2	4	20	4	0	0	0	0	10	4	2	0	0	0	0	2	0	0	0	0	1432	0	0	0	0	0	0	678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	14	0	142	0	0	0	0	0	0	0	0	0	0	0	4	10	0	0	0	44	0	0	0	0	0	242	0	0	0	0	20	0	0	10
adult_c_000001698339_1	2	0	0	5032	0	0	0	0	248	0	4628	0	0	110	0	2610	370	0	0	0	2	0	0	852	0	0	0	5616	142	0	2	0	0	0	2056	0	0	0	0	0	0	0	2	0	0	0	2	0	0	4	186	4	0	660	0	0	2	0	664	4	0	0	0	0	0	0	0	1274	0	394	0	218	262	0	0	0	0	254	0	0	0	146	4	0	4	0	0	0	0	0	0	0	1202	0	0	0	0	1584	0	6	1654
adult_c_000001698700_1	4	0	0	6164	0	0	48	8	6	850	110	0	0	8	0	396	34	928	0	4	18	0	20	22	0	0	0	6652	4	0	0	0	74	0	1326	0	0	0	0	0	0	0	20	0	18	0	96	0	0	2	12	82	36	20	46	2	50	0	104	94	0	0	0	0	0	0	0	166	262	386	0	28	6	0	0	0	6	6	26	0	0	18	2	0	2	0	288	0	0	0	0	0	694	0	0	0	0	304	0	30	212
adult_c_000001699266_1	6	0	0	1268	0	0	80	6	10	6	26	0	0	10	0	40	48	4	0	64	0	0	80	0	0	0	0	1450	6	0	2	0	38	0	604	0	0	0	0	0	0	0	30	0	4	0	8	0	0	0	10	2	0	50	0	6	0	0	98	96	0	0	0	0	0	0	0	90	112	88	0	0	0	0	0	0	46	34	36	0	0	10	4	0	2	0	4	0	0	0	0	0	56	0	0	0	0	158	0	6	44
adult_c_000001699674_1	2	0	0	694	0	0	38	0	0	0	0	0	0	2	0	4	2	2	0	48	0	0	26	0	0	0	0	676	0	0	0	0	0	0	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	4	4	0	0	2	86	0	0	0	0	0	0	0	2	6	36	0	0	0	0	0	0	8	0	40	0	0	0	2	0	2	0	0	0	0	0	0	0	44	0	0	0	0	2	0	0	0
adult_c_000001699985_1	640	0	0	618	0	0	2	328	118	134	438	0	0	80	0	28	182	6	0	0	4	0	0	86	0	0	0	2702	0	0	596	0	74	0	1440	0	0	318	0	0	0	0	0	0	0	0	0	0	0	2	60	68	0	108	784	2	32	0	100	0	0	0	0	0	0	0	0	116	0	602	0	0	0	0	0	0	0	0	0	0	0	40	710	0	2736	0	340	0	0	0	0	0	0	0	0	0	0	14	0	0	32
adult_c_000001704041_1	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	18	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
adult_c_000002012951_1	2	0	0	9892	0	0	0	2	2	0	4	0	0	0	0	0	0	4	0	0	90	0	2	2	0	0	0	12744	0	0	0	0	0	0	3780	0	0	4	0	0	0	0	0	0	104	0	0	0	0	6	0	254	212	6	50	0	128	0	0	0	0	0	0	0	0	0	0	2	0	876	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1936	0	0	0	0	6	0	58	2
adult_c_000002012951_2	0	0	0	1104	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	44	0	0	0	0	0	0	1414	0	0	0	0	0	0	472	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	146	86	4	24	0	74	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	134	0	0	0	0	2	0	10	0
adult_c_000002012989_1	0	0	0	4544	0	0	2	2	186	4	4030	0	0	114	0	2388	372	0	0	2	0	0	0	820	0	0	0	4772	142	0	2	0	0	0	1718	0	0	0	0	0	0	0	0	0	4	0	2	0	0	6	158	0	0	518	0	0	0	0	572	2	0	0	0	0	0	0	0	1230	4	370	0	208	300	0	0	0	0	314	2	0	0	114	6	0	2	0	0	0	0	0	0	0	1100	0	0	0	0	1410	0	2	1700
adult_c_000002012993_1	0	0	0	12684	0	0	226	4	112	126	448	0	130	30	0	426	202	7538	0	60	84	0	114	92	0	0	4	14532	78	0	0	0	642	0	2662	0	0	2	0	0	0	0	92	0	48	0	144	0	0	2	30	156	88	638	60	2	124	0	176	494	0	0	0	0	0	0	0	168	920	1098	0	36	90	0	0	0	22	56	92	0	0	92	8	0	0	0	164	0	0	0	0	0	920	0	0	0	0	594	0	42	386
adult_c_000002013135_1	4	0	0	3450	0	0	2	2	10	362	76	0	0	14	0	214	24	1132	0	0	28	0	2	20	0	0	0	3932	8	0	0	0	102	0	740	0	0	0	0	0	0	0	0	0	18	0	52	0	0	4	12	42	26	18	36	2	42	0	72	6	0	0	0	0	0	0	0	130	344	246	0	22	14	0	0	0	0	10	0	0	0	16	2	0	0	0	128	0	0	0	0	0	410	0	0	0	0	218	0	14	160
adult_c_000002205632_1	384	0	0	0	2	0	0	314	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	2	0	0	0	0	110	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	662	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	136	0	0	0	0	0	0	2	0	0	0	1072	0	20	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
adult_c_000002205865_1	3980	0	0	242	0	0	4	1668	146	120	378	0	0	92	0	22	188	4	0	2	0	0	6	132	0	0	0	1220	4	0	504	0	60	0	574	0	0	2280	0	0	0	0	0	0	2	0	4	0	0	2	76	46	2	196	700	14	18	0	90	0	0	0	0	0	0	0	0	122	6	200	0	2	0	0	0	0	2	0	0	0	0	52	700	0	2336	0	370	0	0	0	0	0	0	0	0	0	0	20	0	6	50
adult_c_000002454345_1	4	0	0	82	0	0	12	0	10	0	78	0	0	4	0	7598	18	40	0	6	250	0	8	68	0	0	0	44	0	0	0	0	6	0	6	0	0	2	0	0	0	0	0	0	454	0	6	0	0	0	8	3296	614	74	366	4	580	0	1730	14	0	0	0	0	0	0	0	3538	8	6	0	2	4	0	0	0	4	0	6	0	0	12	2	0	0	0	4	0	0	0	0	0	4	0	0	0	0	4332	0	322	6226
adult_c_000002454352_1	2	0	0	4748	0	0	0	2	256	0	4714	0	0	128	0	2704	430	2	0	0	0	0	0	980	0	0	0	5352	192	0	2	0	0	0	1902	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	216	2	0	710	0	4	0	0	658	0	0	0	0	0	0	0	0	1278	0	436	0	224	290	0	0	0	0	316	0	0	0	148	4	0	0	0	0	0	0	0	0	0	1122	0	0	0	0	1640	0	0	1824
adult_c_000002454411_1	10	0	0	10	0	0	10	14	6	10	412	0	0	2	0	542	12	6	0	2	2	0	0	26	0	0	0	2	4	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	8	0	2	0	0	4	8	4	8	4	6	10	12	0	610	12	0	0	0	0	0	0	0	2138	12	2	0	12	0	0	0	0	2	4	4	0	0	4	6	0	2	0	2	0	0	0	0	0	0	0	0	0	0	2156	0	4	894
adult_c_000002454416_1	570	0	0	824	0	0	30	162	202	2	1028	0	0	120	0	496	222	4620	0	88	84	0	20	112	0	0	0	1332	46	0	264	0	416	0	486	0	0	0	0	0	0	0	0	0	154	0	2	0	0	0	264	74	44	174	90	0	102	0	1116	172	0	0	0	0	0	0	0	3982	840	154	0	402	88	0	0	0	18	402	16	0	0	26	54	0	2	0	0	0	0	0	0	0	344	0	0	0	0	3318	0	116	2308
adult_c_000002454444_1	4	0	0	6	0	0	6	0	6	0	2	0	0	0	0	902	0	8	0	0	2	0	2	0	0	0	0	2	0	0	0	0	72	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	6	0	2	0	0	3256	10	0	0	0	0	0	0	0	4736	20	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18956	0	8	4914
adult_c_000002454450_1	47648	0	0	22592	0	0	6106	26870	2834	2992	9278	0	0	1944	10	4672	4386	29054	0	5356	5594	0	1274	3638	2	0	0	18238	586	386	8166	0	14528	0	8326	0	0	28966	0	0	290	0	162	0	8132	0	2494	0	0	8684	4192	6554	2626	4718	8092	4720	5132	0	9320	11170	0	0	0	0	0	0	0	18440	6636	2022	0	8976	2726	0	0	0	1986	7160	4578	0	0	902	7578	0	6540	128	3296	0	0	0	0	4	11414	0	2	0	0	28610	2	10622	17418
adult_c_000002454576_1	2	0	0	3200	0	0	174	0	16	920	168	0	0	22	0	1092	76	2358	0	44	48	0	54	32	0	0	0	2780	16	0	0	0	264	0	544	0	0	0	0	0	0	0	60	0	48	0	94	0	0	0	20	178	96	56	70	0	82	0	382	302	0	0	0	0	0	0	0	536	628	180	0	56	22	0	0	0	16	18	62	0	0	40	2	0	0	0	332	0	0	0	0	0	300	0	0	0	0	936	0	54	600
adult_c_000002454588_1	6	0	0	4	0	0	6	4	0	0	8	0	0	2	0	16	4	4	0	2	4	0	8	0	0	0	0	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6	2	0	0	6	0	0	424	12	0	0	0	0	0	0	0	2514	0	0	0	0	0	0	0	0	0	0	0	0	0	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3080	0	8	4064
adult_c_000002454722_1	4	0	0	772	0	0	38	4	0	4	326	0	0	4	0	268	2	24	0	6	16	0	16	50	0	0	0	540	4	0	6	0	160	0	802	0	0	0	0	0	0	0	2	0	194	0	2	0	0	6	2	34	108	8	344	8	66	0	394	44	0	0	0	0	0	0	0	900	158	70	0	0	0	0	0	0	4	6	120	0	0	2	4	0	4	0	4	0	0	0	0	0	98	0	0	0	0	1904	0	26	542
adult_c_000002454751_1	2	0	0	11088	0	0	2028	0	470	3850	2650	0	194	256	0	6954	702	11950	0	778	964	0	1222	600	0	0	0	13450	284	0	2	0	1126	0	3442	0	0	0	0	0	0	0	250	0	1580	0	1994	0	0	4	384	6302	2484	1206	1016	6	2162	0	1046	3770	0	0	0	0	0	0	0	2724	1674	824	0	546	288	0	0	0	386	568	512	0	0	230	12	0	4	0	3132	0	0	0	0	0	1782	0	0	0	0	3530	2	1400	3158
adult_c_000002808107_1	344	0	0	1320	0	0	156	230	244	390	4208	0	0	142	0	226	406	51616	0	118	510	0	40	718	0	0	0	1676	108	0	158	0	798	0	804	0	0	134	0	0	0	0	24	0	636	0	328	0	0	1224	306	1006	396	432	1744	2	644	0	182	420	0	0	0	0	0	0	0	508	1208	214	0	2384	738	0	0	0	44	416	92	0	0	104	96	0	144	0	404	0	0	0	0	0	906	0	0	0	0	438	0	1886	236
adult_c_000002808107_2	33692	0	0	2804	0	0	1884	15196	1542	694	1820	0	0	844	0	892	4120	4438	0	1090	3402	0	8	1724	0	0	0	12152	220	0	4998	0	4322	0	5266	0	0	19450	0	0	0	0	4	0	1812	0	10	0	0	22234	1320	1254	1364	4830	11640	316	2674	0	1584	972	0	0	0	0	0	0	0	2040	88	2000	0	12924	384	0	0	0	2028	2062	1420	0	0	726	18	0	23074	0	1964	0	0	0	0	0	486	0	0	0	0	342	0	1288	1070
adult_c_000002808113_1	64	0	0	9108	0	0	910	8	5138	6074	32468	0	0	2906	0	1378	2942	12938	0	2080	2530	0	594	2198	0	0	0	10992	3870	0	3410	0	1764	0	1264	0	0	2	0	0	0	0	350	0	7476	0	6218	0	0	28434	5222	5482	3520	5806	6008	20	3590	0	1598	4002	0	0	0	0	0	0	0	5726	2196	660	0	40	416	0	0	0	614	7730	1622	0	0	1142	6	0	2	0	9162	0	0	0	0	0	3800	0	0	0	0	7402	0	5120	3660
adult_c_000002808141_1	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0
adult_c_000002808141_2	4	0	0	6	0	0	4	4	8	2	16	0	0	4	0	4	4	22	0	0	0	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3388	0	6	0	2	2	6	2	0	0	6	0	0	0	0	0	0	0	2	8	0	0	2	0	0	0	0	0	0	2	0	0	0	1116	0	0	0	4	0	0	0	0	0	0	0	0	0	0	8	0	6	0
adult_c_000002808176_1	4	0	0	4	0	0	8	2	100	10	564	0	0	4	0	0	2	4	0	6	0	0	10	30	0	0	0	6	18	0	4	0	10	0	0	0	0	2	0	0	0	0	0	0	2	0	8	0	74	5128	16	0	0	6	0	2	0	0	0	16	0	0	0	0	0	0	0	0	64	0	0	2248	202	0	0	0	0	16	4	0	0	6	2846	0	1942	0	10	0	0	0	0	0	0	0	0	0	0	6	0	2	0
adult_c_000002808617_1	44	12	0	2	8	18	2	54	4	30	8	62	0	2	12	28	2	22	98	0	8	0	0	0	14	0	10	2	0	0	0	4	0	0	0	278	24	2	40	24	44	230	0	66	0	0	16	0	72	250	0	6	0	4	4	52	0	0	4	2	0	0	158	60	128	64	382	6	16	0	0	294	10	46	100	0	0	2	2	4	10	2	310	34	36	48	16	252	8	1470	14	6	0	0	0	0	0	2	736	14	6
adult_c_000002955253_1	4	0	0	10	0	0	4	0	2	0	7230	0	0	4	0	2	0	8	0	2	0	0	6	898	0	0	0	6	6	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	2	18	0	0	0	0	0	0	0	0	6	0	0	0	2186	0	0	0	2	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	4	0	0	0	0	14	0	4	0
