contig	SORTED_PAIRED_SRR3131692	SORTED_PAIRED_SRR3131694	SORTED_PAIRED_SRR3131696	SORTED_PAIRED_SRR3131698	SORTED_PAIRED_SRR3131700	SORTED_PAIRED_SRR3131702	SORTED_PAIRED_SRR3131704	SORTED_PAIRED_SRR3131706	SORTED_PAIRED_SRR3131708	SORTED_PAIRED_SRR3131710	SORTED_PAIRED_SRR3131712	SORTED_PAIRED_SRR3131714	SORTED_PAIRED_SRR3131716	SORTED_PAIRED_SRR3131718	SORTED_PAIRED_SRR3131720	SORTED_PAIRED_SRR3131722	SORTED_PAIRED_SRR3131724	SORTED_PAIRED_SRR3131726	SORTED_PAIRED_SRR3131728	SORTED_PAIRED_SRR3131730	SORTED_PAIRED_SRR3131732	SORTED_PAIRED_SRR3131734	SORTED_PAIRED_SRR3131736	SORTED_PAIRED_SRR3131738	SORTED_PAIRED_SRR3131740	SORTED_PAIRED_SRR3131742	SORTED_PAIRED_SRR3131744	SORTED_PAIRED_SRR3131746	SORTED_PAIRED_SRR3131748	SORTED_PAIRED_SRR3131750	SORTED_PAIRED_SRR3131752	SORTED_PAIRED_SRR3131754	SORTED_PAIRED_SRR3131756	SORTED_PAIRED_SRR3131758	SORTED_PAIRED_SRR3131760	SORTED_PAIRED_SRR3131762	SORTED_PAIRED_SRR3131764	SORTED_PAIRED_SRR3131766	SORTED_PAIRED_SRR3131768	SORTED_PAIRED_SRR3131770	SORTED_PAIRED_SRR3131772	SORTED_PAIRED_SRR3131774	SORTED_PAIRED_SRR3131776	SORTED_PAIRED_SRR3131778	SORTED_PAIRED_SRR3131780	SORTED_PAIRED_SRR3131782	SORTED_PAIRED_SRR3131784	SORTED_PAIRED_SRR3131786	SORTED_PAIRED_SRR3131788	SORTED_PAIRED_SRR3131790	SORTED_PAIRED_SRR3131812	SORTED_PAIRED_SRR5650110	SORTED_PAIRED_SRR5650111	SORTED_PAIRED_SRR5650112	SORTED_PAIRED_SRR5650113	SORTED_PAIRED_SRR5650114	SORTED_PAIRED_SRR5650115	SORTED_PAIRED_SRR5650116	SORTED_PAIRED_SRR5650117	SORTED_PAIRED_SRR5650118	SORTED_PAIRED_SRR5650119	SORTED_PAIRED_SRR5650120	SORTED_PAIRED_SRR5650121	SORTED_PAIRED_SRR5650122	SORTED_PAIRED_SRR5650123	SORTED_PAIRED_SRR5650124	SORTED_PAIRED_SRR5650125	SORTED_PAIRED_SRR5650126	SORTED_PAIRED_SRR5650127	SORTED_PAIRED_SRR5650128	SORTED_PAIRED_SRR5650129	SORTED_PAIRED_SRR5650130	SORTED_PAIRED_SRR5650131	SORTED_PAIRED_SRR5650132	SORTED_PAIRED_SRR5650133	SORTED_PAIRED_SRR5650134	SORTED_PAIRED_SRR5650135	SORTED_PAIRED_SRR5650136	SORTED_PAIRED_SRR5650137	SORTED_PAIRED_SRR5650138	SORTED_PAIRED_SRR5650139	SORTED_PAIRED_SRR5650140	SORTED_PAIRED_SRR5650141	SORTED_PAIRED_SRR5650142	SORTED_PAIRED_SRR5650143	SORTED_PAIRED_SRR5650144	SORTED_PAIRED_SRR5650145	SORTED_PAIRED_SRR5650146	SORTED_PAIRED_SRR5650147	SORTED_PAIRED_SRR5650148	SORTED_PAIRED_SRR5650149	SORTED_PAIRED_SRR5650150	SORTED_PAIRED_SRR5650151	SORTED_PAIRED_SRR5650152	SORTED_PAIRED_SRR5650153	SORTED_PAIRED_SRR5650154	SORTED_PAIRED_SRR5650155	SORTED_PAIRED_SRR5650156	SORTED_PAIRED_SRR5650157	SORTED_PAIRED_SRR5650158	SORTED_PAIRED_SRR5650159
adult_c_000010612882_3_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.090976882923192	0.14839671886651754	0	0	0.9023117076808352	6.575689783743475	0	0	0.014914243102162566	0	0	0	0	0	0	0	0	0	0.9000745712155108	0	0.2930648769574944	0	0	0.01640566741237882	0	0.047725577926920205	1.6465324384787472	0	0	2.825503355704698	0.7419835943325876	1.1849366144668159	0.1506338553318419	1.750932140193885	1.6465324384787472	1.296047725577927	0.5906040268456376	0	5.264727815063385	0	0	0.1610738255033557	1.4347501864280388	0.4123788217747949	0	0	0	25.064876957494405	16.998508575689783	4.648769574944072
adult_c_000010612941_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009077275238771806	0.0007103954534690978	0.003551977267345489	0.003551977267345489	0	0	0.000434130554897782	0.0007893282816323309	0.002407451258978609	0.0003551977267345489	0	0.00319677954061094	0.0008287946957139474	0.0005919962112242482	0	0.0019733207040808273	0	0	0.0006709290393874812	0.0015786565632646618	0.0005130633830610151	0.003473044439182256	0	0.0015786565632646618	0	0	0.001223458836530113	0	0	0.0016181229773462784	0.0023679848448969927	0.00019733207040808273	0.0006314626253058647	0.000868261109795564	0.0003551977267345489	0	0.0002762648985713158	0.0016575893914278948	0.0011839924224484964	0.0014997237351014286	6.92651353698003	5.456350146025732	6.687307601231352
adult_c_000010613001_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.974716304997014	1.5749054349990046	0.010053752737407924	0	0.29668524785984474	0.49203663149512245	0.31604618753732827	3.6869898467051563	0	0	0.0005972526378658173	0	0.5207545291658372	0.001542902647820028	0.0007963368504877563	0.0013438184351980888	0.0007465657973322715	1.0662950428031057	0.07261596655385227	3.765180171212423	1.708938881146725	0.9036432410909815	0.02304399761098945	0.10491738005176189	0.010053752737407924	0	0.019659565996416484	0.05006967947441768	0.009556042205853077	0.5869002588094764	0.5957595062711527	3.3279912402946445	1.5838144535138363	0.04753135576348796	0.8514334063308779	1.4796436392594068	1.4890503683057934	0.011945052757316344	0.012094365916782798	0.10511646426438384	0.061069082221779813	0.0013438184351980888	0.02035636074059327	0	0	0.04041409516225363	0.06460282699581923	3.1652398964762094	2.2984770057734423	3.1564304200676885
adult_c_000010613012_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.264865347950429	0.46294089609151573	0.6231530028598665	5.4971103431839845	0	0.020257387988560534	0.14326143946615824	0.8888524785510009	0.009592469018112488	0.014537654909437559	0.006255958055290753	0	0.3703527168732126	0.06741539561487131	0.012660867492850334	5.798796472831268	0.017725214489990468	0.2656398951382269	0.3083293612964728	0.5462642993326978	0.4596341754051478	0.03276930409914204	12.939287416587225	12.278241182078169	1.0831148713060057	0.34759294566253573	0.2526513346043851	12.310712583412775	26.574922545281222	0.5655981887511916	0.7345984270734033	1.0195424213536701	1.4972890848427074	175.34157530981886	0.6661403717826502	0.5731351286939943	1.0218958531935176	4.138346043851287	0.5434938036224977	4.7487488083889415	1.1714728312678742	0.26781458531935176	0.2208353193517636	0.21663489037178266	0.2752621544327931	3.2395734032411823	9.32965919923737	17.435414680648236	9.192623927550049	2.587523832221163
adult_c_000010613216_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.804177545691907	0	0	0	0	0	0.054415848149529614	0	0	0.0010360976418417672	0.03340378797297858	0.1456338845372788	0.04169256910771271	1.7166480169091136	0.051183223506983296	0.0007459903021260724	0	0.0007459903021260724	0.7948112230096565	0.018483981930457125	0.012971942475858925	0.04964979899705748	0	0.6126652575738738	0.0017406440382941688	2.3544282813212316	0.8516722615939326	0.16304032492022047	0.0024451904347465706	0.0013676488872311327	0	0.2879937005263376	0.0006216585851050603	0.05843590699987567	0.703883293961623	0	0	0.0007459903021260724	0.0014919806042521448	0.0009946537361680964	0.00045588296241037753	0	0	0.007750010360976419	0.004393054001409093	0	0.0007459903021260724	0	0	0.001326204981557462	0.0007045463964524016	0.0019064196609888517	0.0030668490198516307	5.949562766795143	5.357495130341083	8.341124787599984
adult_c_000010613291_1_split_00001	0	0.017430798502424353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.379795003989443	0	0	0	0	0.10022709138894004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.483397778186951	1.0639538452095991	1.7074203645737434	4.025593813294052	1.0419812189283741	0.2904314736389861	0.6456146811514147	0.9399742220585527	0.0003682563063892469	0.0009820168170379918	0	0.023200147302522556	0.24532007610630333	0.0005523844595838704	0	0.013195850978948015	0	0.4017062542196035	0.8465598723378138	2.3697907076658686	0.7312342723869146	0.1226907260786841	25.0707665868778	18.281225065979253	1.2719572822684588	0.10470754311667588	0.38691462591296877	2.51107837721721	3.093905358129258	0.5945498066654391	0.3623028294359541	1.6295955318234825	0.4698336709016142	82.06358558890321	0.7880684956729884	0.9228503038114527	0.8116368992819002	0.5495611612348862	0.10931074694654146	0.6730497759774137	0.8944331921684159	0.0355981096176272	0.11624624071687227	0.03829865586448168	0.12152458110845148	0.44540600257779417	1.058184496409501	4.3759283127723565	2.9094089486282453	4.29841036027742
adult_c_000010613334_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.599482263479351	0.6575658293896371	2.1717024632932898	10.551996116976095	0.016138818104598957	0.04145936981757877	0.09339481454516038	0.4106702261052461	0.3772195930914533	0.2992759778344052	1.3333333333333333	0.2352465315697933	1.0961048416454313	0.33280750717954943	0.11398293087408486	0.46042146988634064	4.581563726085022	0.23969582979411883	0.6502042632366622	0.9129555474659224	0.25745257452574527	0.19884318246167537	68.17829551429843	25.864579541317802	3.989038547101889	0.31549569227035557	1.885248553978077	0.7739756502042633	1.0580026695789346	4.407151235691462	4.408041095336326	3.973021073494317	6.680499939327752	17.705780042875055	0.9873801723091857	1.752861707721555	3.5767908425352912	11.109210047324353	1.289487521740889	7.388302390486592	2.082716498806779	0.6496379889172026	0.4466286453909315	0.8695546656959107	0.3383084577114428	4.603931561703677	21.508878372365814	33.48404319864094	17.152610929094365	6.276139627067913
adult_c_000010840574_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046034162015897176	0	0.02580754270251987	0.06429900219854558	0	0.012853035684085912	0.802097074243193	4.0991713174361575	1.545645188567563	0.10414341281921191	0.10333164214442753	0.0006426517842042956	6.318281752071706	0.053103331642144425	0.013597158802638254	0.061491628614916284	8.417757483510908	19.091290377135127	0.02824285472687299	23.30049044478268	8.426247251818028	1.9231861998985287	0.2656857771013022	0.1465584305766954	0.10590224928124471	0.023913411128023	0.0213089802130898	0.03720615592761711	0.15396583798410282	0.033079654997463216	0.020767799763233553	0.01393539658379841	0.015863351936411297	0.4082530018603078	0.028006088280060883	0.04725181802807374	0.02093691865381363	0.058988669034331136	0.018704549298156604	0.03351936411297142	0.021511922881785897	0.006798579401319127	0.006798579401319127	0.0009132420091324201	0.006155927617114832	0.03338406900050735	0.04028411973617453	0.03646203280906477	0.03487231523761204	0.05743277524099442
adult_c_000010840580_1_split_00001	0	0	0	0	0	0	0	0	0	0.6671773853755698	0	0	0	0	0	0	0	0	0	0	0	0.01084000459646838	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0645803807407974	0	0	0	0	0	0	0	0	0	0	0	0	1.3296433906615084	0	0	21.064963419772475	4.034243689431953	1.098479335044241	5.760830428620676	2.0265446048952387	0.29628069100241317	0.9155781974183169	4.727237905542575	4.137740835791167	39.08235339181063	25.941126900831193	23.476155820278088	6.219136630022599	1.138047267016509	6.427050216417053	10.342245374803692	3.103114107327537	34.85574750067032	6.078446393687517	25.982686635768186	10.15321561267093	5.2084115371356345	9.41781897575363	13.637721683839583	5.954150227908224	1.5428812195962769	7.712222775500823	10.644654690312944	6.205768567817061	7.459148887271613	10.889646454973763	5.331558585819895	7.6083042862067645	23.61309227410273	6.7726663346995055	7.886199103688666	1.1507258589650284	10.882292105565558	4.8580074309572145	4.603631210020301	6.999080706323975	4.963764507603325	5.833952579767878	3.4566208296625427	1.650668403110277	3.4483471865783124	10.691576971693415	0.7952656375684682	1.3938790362737963	1.3932278699199447
adult_c_000010840695_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1939511515694175	0.15674277471024226	0.008904143660150226	0.0004476943739740337	0.028702183753668606	0	1.8509177734666469	20.8545988160971	0.001044620205939412	0.012983136845246978	0.005372332487688405	0.009501069492115604	2.403422374769935	0.009650300950106949	0.001293339302591653	0.0008456449286176192	0	6.524747550116898	5.060538228125155	20.284683878028154	9.00999850768542	4.0106949211560465	0.07003929761727105	0	0	1.323633288563896	3.662488185842909	2.5946376162761777	6.416057304879868	1.5728995672287718	2.968014724170522	12.47948067452619	3.4077998308710145	26.202407600855594	1.8136099089688107	3.7164602298164455	5.002089240411879	0.24299855742923943	1.8755409640352185	0.07934139183206487	1.3423369646321444	1.740834701288365	2.4238173406954187	1.4851514699298611	1.6558722578719594	0.07655573794955976	0.08849425458886734	2.146843754663483	1.811421180918271	2.137143709894046
adult_c_000010840712_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0037970903195528	1.4980587909040488	0	0	0.21054652502239857	0.32411792311958704	0.5672596953794957	7.064891846921797	0.008959426596697812	0.0020478689363880712	0.0009386065958445326	0.006228934681513716	0.8249925338111694	0	0	0.0016638935108153079	0	2.6040786722983063	0.024958402662229616	7.045607747770809	3.0998762745850934	1.5164469473953668	0.019113443406288663	0.07146209309270873	0.0086181151072998	0	0.008575451171125048	0.03532573915269423	0	0.47314305217799396	0.5342804727164128	3.6279278126199923	1.950723153718162	0.016766926916677333	0.7747344169973122	1.5061222748410767	1.4083791970647213	0.09386065958445326	0.008575451171125048	0.09027688894577414	0.09398865139297752	0	0	0	0.0086181151072998	0.03502709159947097	0.07939758522121251	2.341140833653313	1.5270702675028798	1.8483723708349333
adult_c_000010993363_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.311874567673506	4.087618169241411	0	0	10.07687341480286	0	0	0.0007378372146645147	0.0007378372146645147	0	0	0.0014756744293290293	0	0.001660133732995158	0	0.002259626469910076	0	0.0005994927369149182	0.0026746599031588656	0.0035047267696564446	0.001982937514410883	0	0.0014295596034124972	0	0	0.0007378372146645147	0.0009684113442471754	0.000830066866497579	0.001106755821996772	0	0.0023518561217431406	0	0.0029974636845745907	0.0013373299515794328	0.0007839520405810469	0.0009684113442471754	0	0.0029513488586580586	0.002536315425409269	0	0.0008761816924141111	0	0.0007839520405810469	0	0	0.0013373299515794328	0.0026746599031588656	0.0009222965183306433	0.000830066866497579	0
adult_c_000010993568_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.602314724761719	3.846187512157168	0	0.038465279128574205	7.119577903131686	63.52650262594826	0	0.0009725734292939117	0.5949231666990857	0.013275627309861895	0.0008753160863645205	0.028885430850029176	0	0.0407021980159502	0.2049212215522272	0.2113888348570317	0	0	0.0047169811320754715	0.001167088115152694	0.0015074888154055631	0.0006808014005057381	0.1156389807430461	0.1740906438436102	0.06876094145107955	0.00034040070025286907	0.0016533748297996498	0.029468974907605524	0.3004279323088893	0.019645983271737017	0.13528496401478313	0.00043765804318226023	0.02047267068663684	1.278301886792453	0.020958957401283798	0.00043765804318226023	0.009628476950009726	0.0020910328729819103	0.0015074888154055631	0.00043765804318226023	0.0008266874148998249	0	0	0	0	0.0016533748297996498	0.0008266874148998249	0.029128574207352657	0.03681190429877456	0.18255203267846723
adult_c_000010993709_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014196359547403191	0	0	6.341907372267904	6.163258134795137	0	0	0.0011947431302270011	0.0026706022910956495	0	0	0	0	0.0009839061072457658	0.001265022137887413	0	0.0014758591608686486	0.0009136270995853538	0.0009136270995853538	0	0.0011244641225665894	0.0011947431302270011	0	0	0	0	0	0	0	0.001265022137887413	0.0010541851149061775	0	0.0028111603064164734	0	0.0011947431302270011	0	0	0.001265022137887413	0	0	0	0.00028111603064164735	0.0019678122144915315	0	0	0	0.0007027900766041184	0	0
adult_c_000011135113_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02098268223922674	0	0.024204591220298027	0.06500201369311318	0	0.0008860249697946033	0.015424889246878775	0.00841723721304873	0.03137333870318164	0.012243254128070882	0	0.013773660894079743	0.0004832863471606927	0.005799436165928313	0.004389850986709625	0.001409585179218687	0	0	121.06979460330246	0.04575110753121224	0.06540475231574708	0	0.1798227950060411	0.39508658880386627	0	38.06508256141764	126.60926298832058	0.026379379782521143	0.001409585179218687	1.163954893274265	1.1766411598872333	10.9807490938381	1.5329842931937172	0.015787354007249295	0.8216673378977044	1.4442207007652035	1.691864679822795	0.0006443817962142569	132.57003624647604	0.014015304067660089	0.00841723721304873	93.25730970600081	118.3048328634716	51.357108336689485	39.87958115183246	0	0.011639146194120016	0	0	0
adult_c_000011259081_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.409617097061442	0.5686068161580183	0.6108637577916296	1.7703391888610054	0.6861491135756497	3.464259694001457	0.016352303084271026	0.3379745810734235	0	7.314174694406217	1.7720391807658058	0.015218975147737391	0.3165223022747511	0	0.03254270217760868	1.803934266979681	1.3631506516635634	0.9193718125151785	5.890633854124504	2.115275641544564	0.2915081356755444	0.26908443293127177	6.146280255808306	4.640654092123371	1.886262446369303	0.8863433983647697	7.875010118999433	2.1908038533149843	4.228284627216061	1.3472031085566258	1.3214603739982191	0.9757144013599935	1.1933943171699182	13.253136889824335	0.8009390431474136	0.8611673277746297	0.3714077552011657	6.486845300736663	5.158180199141909	2.3761839229337003	0.6486683396745729	9.542540273617744	13.154537359345907	3.596454302598559	1.1445802639035052	1.511535659354003	4.1105804258074965	0.03270460616854205	0	0.01303327127013681
adult_c_000012458878_1_split_00001	0	0	0	0	0	0	0	0	0	0.007839915334484488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003509162814014371	0.05059043056870718	0	0	0.1644014927867209	0.05610482927644405	9.240795410237844	21.40788447613212	0.023784325739430737	0	1.8650225589038043	10.12280677324124	0.015331699437419929	0.004400378766779925	0.0011279451902189049	0.0030635548376315934	2.671405893165488	0.02193226758758982	0.013688520024508438	0.009761599732635214	0.00598785718264357	2.0614103492452513	5.631231549044728	18.778365732746614	5.470812677546928	1.4768980114744055	168.98360998161868	73.71825043168273	12.058221467164262	0.8283991533448448	3.1068902133348186	19.813694090124212	47.37400434467777	2.681808054364173	6.208516682448616	11.560226703057985	8.554670528602461	224.3071770734696	3.648735587367014	5.62343340945803	12.513228986798863	14.602392357823206	0.9963098089455801	21.176641786887984	28.903484097365343	0.7895337826547095	1.0489611764050577	0.7933353757032251	2.002116637887818	7.093884030524146	17.642357823205035	5.228429788893221	12.125953879574444	7.141299504261126
adult_c_000012458882_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6367221919187681	0.16951286031972476	0.01632190660009231	0.11849116770863928	0.05085385809591743	0	0.008433684387194227	0.07531573868165989	0.0005874208030881551	0	0.00029371040154407753	0.000545462174296144	0.03327319263206478	0.0023496832123526203	0.0003356690303360886	0.006671421977929761	0.0007132966894641883	0.007846263584106072	1.299710485461335	0.12381991356522469	0.04514748458020392	0.03478370326857718	1.3342843955859522	0.2511223933201863	0.04237821507993119	0.2140729240968405	0.6801913313472916	6.5922880040280285	16.29601812612764	0.40355809172156254	0.27105274199639157	0.8627952838501238	0.21730373851382537	65.6932404649016	0.6832962698779004	0.5235178114379222	0.5044685939663491	0.0344899928670331	0.15956866529601813	0.016909327403180463	0.12256115470146435	0.26757017580665465	0.35387907523182144	0.41186590022238073	0.31427012965216294	0.02026601770654135	0.05261612050518189	0.03037804724541602	0.04040615952670667	0.13330256367221918
adult_c_000012458901_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1605575919138065	0	0.011218482727979562	0.520937465289348	0	0.010940797511940464	0	0.0232144840608686	0.0009441297345329334	0.13584360768632678	0.011829390203265578	0.03271131844940575	0.02149283572142619	1.0688103965344884	0.15283794290791958	0.03748750416527824	0.1449516827724092	0.17005442630234366	0.03315561479506831	0.008774852826835499	0.28573808730423195	0	0.1792735754748417	1.0614795068310563	0.022659113628790403	0.003498833722092636	0.0325447073197823	11.121737198711541	38.19910029990003	0.0013328890369876708	0.0232144840608686	0.0116072420304343	0.0005553704320781962	17.138787070976342	0.012218149505720316	0	0	1.5325447073197822	0.07964011996001333	0.5294346329001444	0.1786626679995557	0.044707319782294794	0.045151616127957345	0.03365544818393869	0.01010774186382317	0.6493391091858269	2.9723980895257136	0.021548372764634012	0.010496501166277908	0.04404087526380095
adult_c_000012458990_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1494342230284184	0.03291008033169215	0	0.08534162563703895	0.017448389047248856	0.0014684287812041115	0	0	0.016930120065647404	0.0014684287812041115	0.0006910253088019348	0	0	0.0008637816360024186	0	0.7435432322708819	1.445020298868446	0.11738792433272868	0.5911721516800553	0.0021594540900060463	0.15219832426362614	0.0016411851084045953	0.2238922000518269	0.21369957674699835	1.1631683510408568	0.20566640753217585	1.111773343698713	9.489418674958971	28.67487259220869	0.49511963375658635	1.3018916817828452	1.2188822665630128	0.3086291785436642	61.42489418674959	0.1714606547464801	0.27710114882957587	0.36693443897382744	4.485358901269759	0.9627710114882958	1.464628142005701	0.8404595318303533	1.0191759523192536	0.804612593936253	1.4358642135268205	0.2783968212835795	1.113241772479917	3.1959056750453487	0	0.0196078431372549	0.017448389047248856
adult_c_000012459043_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09167273338186706	0.011312090496723973	0.06720053760430084	0.05336842694741558	0.022624180993447946	0.06115248921991376	0	0.0006720053760430083	0.0030240241921935377	0.001848014784118273	0	0.0014000112000896008	0	0	0.0007280058240465923	0.001904015232121857	0.0010080080640645125	0	0.0014560116480931847	0	0.0007280058240465923	0	1.1560172481379851	0.2111216889735118	0.10158481267850143	0	0.0011200089600716806	6.758862070896567	5.413451307610461	0	0.0064400515204121635	0.0010080080640645125	0.012544100352802822	26.66937335498684	0.0005040040320322563	0	0	0.1750014000112001	0.0034160273282186258	0.0901047208377667	0.2124656997255978	0.0005600044800358403	0	0.0010080080640645125	0.011200089600716806	0.011424091392731142	0.012712101696813574	0.963375707005656	3.2727221817774543	0.6099568796550372
adult_c_000012459167_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09410205434062292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9367130550033135	0.13386348575215373	0	1.1328694499668654	0.06693174287607687	0	0	0.004970178926441352	0.07256461232604373	0.00927766732935719	4.0546719681908545	0	0	0.032471835652750164	0	0	0.13220675944333996	0.004970178926441352	0	0.007620941020543406	0	0	0.06693174287607687	0	0	0.005632869449966865	0.005964214711729622	0	28.30152418820411	0	0	0	0	0.006295559973492379	0	0	0	0	0.0659377070907886	0	0.004970178926441352	0	0.06693174287607687	0	0	0	0.0712392312789927	0.5304837640821736	0	0
adult_c_000012459381_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.941106419833279	1.4413770704774278	2.4287106203312763	4.485980296633106	0.49734762368734436	0.19259499837609614	0.0646313738226697	2.0608422648045903	0.1761394392118653	1.409765075240879	5.66428494099816	2.841723503301938	3.824510122334091	0.9876583306268268	2.3074591317527338	0.06181660712352496	0	1.415502868896828	4.8506008444300095	8.057486196817148	0.2731406300746996	0.3650535888275414	12.661686694814334	5.008011259066796	5.919129587528419	0.7426653675435747	4.962541950849843	11.922160874742882	32.73248890332359	0.45534264371549205	0.47591209267078055	0.5370791382483491	0.9535563494641117	27.172783371224423	0.9958861102089422	0.7721121576269352	0.34426761935693406	26.99577784995128	9.405434664934502	12.462704341236332	5.771354335823319	5.993720905055754	6.91328353361481	2.597271841506983	0.8380426545415178	9.98700876908087	30.249648154162607	0.1816607123524954	0.10533723070260907	0.10880155894771029
adult_c_000012771082_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02423079229892641	0	0	0.023511065794997902	0	0	0	0.001739339051160559	0.0006597492952677982	0.002758951598392611	0	0	0	0	0	0.2014634438913213	0.1772926288010556	0.036106279613746774	0.28909014574461706	0.0009596353385713429	0.0241708150902657	0.0012595213818748876	0.036046302405086064	0.02291129370839081	0.08480777304624243	0.13260960834882746	0.4190007797037126	0.2799136328195286	0.43405505907755054	13.09722305523901	23.579919630540395	17.28765069273676	9.539195105859774	1.8130510406045703	3.7082708570743117	10.839021171954657	8.281892880705332	1.5428537155880766	0.27109698314640435	0.6312001439453008	0.294668026150063	0.5877166676662868	0.3939303064835363	0.6846398368619925	0.07749055358963594	0.46386373178192286	1.3147603910514005	0	0	0.032807533137407786
